Contact__c,Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,userId,loanId,count,LoanIdFormat
0030K00001l4QssQAE,827951,4370526,0062x00000D188UAAR,0010K00001y97XhQAI,14,10.0,Furniture or Appliances,7,1000,14.0,Fortnightly,Loan Paid,96,869,6.0,4
00328000019urcwAAA,827902,4370410,0062x00000D180pAAB,0012800001SDTBCAA5,24,20.0,Living Expenses,7,1000,12.857,Fortnightly,Loan Paid,1866,2269,16.0,4
0032x000001k8C7AAI,5145697,4370389,0062x00000D17wPAAR,0012x000002bCflAAE,9,5.0,Veterinary Expenses,7,1000,14.143,Fortnightly,Loan Paid,1854,184,1.0,4
0032x00000Inko7AAB,827958,4370374,0062x00000D17uOAAR,0012x00000OyiTdAAJ,9,5.0,Living Expenses,5,450,10.286,Fortnightly,Loan Paid,1227,316,1.0,4
0032x00000L3InOAAV,827987,4370287,0062x00000D17dhAAB,0012x00000RpqNFAAZ,7,5.0,Home Maintenance & Repairs,7,500,13.143,Fortnightly,Loan Paid,2362,4111,3.0,4
0032x000008JmqbAAC,828168,4370259,0062x00000D17rxAAB,0012x00000BI7xfAAD,11,8.0,Vehicle Expenses,7,1200,13.286,Fortnightly,Loan Paid,1863,2803,5.0,4
0032x00000D2KgNAAV,827856,4370239,0062x00000D17qkAAB,0012x00000IN5sBAAT,9,6.0,Vehicle Expenses,7,600,13.143,Fortnightly,Loan Paid,2340,3350,3.0,4
0032x00000G7X2XAAV,827837,4370204,0062x00000D17oyAAB,0012x00000MhYPEAA3,6,5.0,Other Expenses,7,1200,14.0,Fortnightly,Loan Paid,1891,1276,4.0,4
0032x00000GfXfQAAV,827831,4370140,0062x00000D17lGAAR,0012x00000NRxNiAAL,12,7.0,Furniture or Appliances,7,1000,14.0,Fortnightly,Loan Paid,1511,371,2.0,4
0032x000001lRn6AAE,827953,4369991,0062x00000D17d2AAB,0012x000002cR9IAAU,11,9.0,Vehicle Expenses,5,300,9.857,Fortnightly,Loan Paid,1497,473,7.0,4
0032x00000LQaeGAAT,827798,4369969,0062x00000D17bQAAR,0012x00000RrlXRAAZ,6,5.0,Child Expenses,5,300,9.286,Fortnightly,Loan Paid,1636,1803,4.0,4
0032x000004uBDbAAM,827932,4369904,0062x00000D17XOAAZ,0012x000008K24TAAS,14,11.0,Veterinary Expenses,6,500,11.286,Fortnightly,Loan Paid,1103,1200,8.0,4
0032x00000LTbHpAAL,5145786,4369805,0062x00000D17RQAAZ,0012x00000SFk2hAAD,9,6.0,Living Expenses,7,1000,13.143,Fortnightly,Loan Paid,2304,4289,3.0,4
0032x00000B7i7vAAB,828021,4369749,0062x00000D17NsAAJ,0012x00000GbSjAAAV,8,4.0,Vehicle Expenses,5,200,8.857,Fortnightly,Loan Paid,2803,1021,0.0,4
0030K000022xIx9QAE,5145693,4369743,0062x00000D17NOAAZ,0010K000028fvdMQAQ,29,27.0,Furniture or Appliances,7,1000,14.0,Fortnightly,Loan Paid,1327,4101,25.0,4
0030K00001gCI5rQAG,827732,4369696,0062x00000D17KAAAZ,0010K00001uG5S7QAK,17,13.0,Vehicle Expenses,7,1050,14.0,Fortnightly,Loan Paid,1039,2840,9.0,4
0032x00000D1sMlAAJ,827722,4369682,0062x00000D17JCAAZ,0012x00000IMel9AAD,18,16.0,Living Expenses,5,200,9.143,Fortnightly,Loan Paid,146,1266,14.0,4
0032x000004uBd4AAE,827784,4369633,0062x00000D17GrAAJ,0012x000008K2QqAAK,15,12.0,Medical Expenses,3,200,5.0,Fortnightly,Loan Paid,2499,4046,9.0,4
0032x000001j9vLAAQ,827759,4369626,0062x00000D17GIAAZ,0012x000002aHQEAA2,17,15.0,Furniture or Appliances,7,400,14.0,Fortnightly,Loan Paid,2210,1173,13.0,4
0032x00000BbCKbAAN,827697,4369568,0062x00000D17D9AAJ,0012x00000IM5QpAAL,12,9.0,Living Expenses,7,300,14.286,Fortnightly,Loan Paid,1425,37,6.0,4
0032x00000BZC1YAAX,827693,4369551,0062x00000D17BwAAJ,0012x00000GdLTIAA3,14,9.0,Medical Expenses,5,500,10.0,Fortnightly,Loan Paid,2410,2883,4.0,4
0032x00000NAinkAAD,827683,4369461,0062x00000D1763AAB,0012x00000VdmDRAAZ,6,4.0,Medical Expenses,5,1000,9.143,Fortnightly,Loan Paid,2765,2767,2.0,4
0032x00000LvL8pAAF,5145616,4369388,0062x00000D1713AAB,0012x00000SI1lTAAT,12,9.0,Vehicle Expenses,7,550,14.0,Fortnightly,Loan Paid,1145,2413,6.0,4
0032x000006DcKPAA0,827919,4369378,0062x00000D170KAAR,0012x00000ADGXWAA5,9,7.0,Medical Expenses,7,650,14.0,Fortnightly,Loan Paid,2043,2199,5.0,4
0032x00000TTcKbAAL,5145617,4369371,0062x00000D16tZAAR,0012x00000cKxDFAA0,7,6.0,Living Expenses,3,300,6.143,Fortnightly,Loan Paid,857,3884,5.0,4
0032x00000B7uK4AAJ,827586,4369087,0062x00000D16jJAAR,0012x00000GbXZFAA3,10,4.0,Living Expenses,7,500,14.143,Fortnightly,Loan Paid,1183,1364,-2.0,4
0032x000004resGAAQ,827623,4369083,0062x00000D16j9AAB,0012x000008HpQtAAK,8,5.0,Other Expenses,5,500,10.143,Fortnightly,Loan Paid,1479,2040,2.0,4
0030K00001qDrjFQAS,5145602,4369066,0062x00000D16i6AAB,0010K000022ioFeQAI,10,6.0,Living Expenses,3,200,5.0,Fortnightly,Loan Paid,1912,466,2.0,4
0030K00001arpiWQAQ,827691,4369060,0062x00000D16hmAAB,0010K00001qjSKhQAM,21,18.0,Travel Expenses,7,1000,13.143,Fortnightly,Loan Paid,2068,772,15.0,4
0032x00000BaZHIAA3,827581,4369014,0062x00000D16fHAAR,0012x00000Gecq7AAB,8,7.0,Living Expenses,5,200,9.286,Fortnightly,Loan Paid,800,2758,6.0,4
0032x00000HnfWUAAZ,827652,4368975,0062x00000D16crAAB,0012x00000OLKr0AAH,11,7.0,Other Expenses,5,400,9.143,Fortnightly,Loan Paid,953,2271,3.0,4
0032x00000N7DqtAAF,827572,4368966,0062x00000D16YlAAJ,0012x00000TsnQEAAZ,9,4.0,Living Expenses,7,950,14.0,Fortnightly,Loan Paid,2562,2122,-1.0,4
0032x00000Ioaf0AAB,827570,4368954,0062x00000D16boAAB,0012x00000PwbdIAAR,10,6.0,Living Expenses,7,700,13.0,Fortnightly,Loan Paid,1556,1311,2.0,4
0032x000002cDpXAAU,827563,4368840,0062x00000D16VRAAZ,0012x000003E1HgAAK,13,10.0,Travel Expenses,7,1000,13.143,Fortnightly,Loan Paid,613,83,7.0,4
0032x00000E6C9bAAF,827790,4368782,0062x00000D16H1AAJ,0012x00000KLclKAAT,7,6.0,Vehicle Expenses,5,200,10.286,Fortnightly,Loan Paid,2235,4338,5.0,4
0032x00000N83lVAAR,5145639,4368674,0062x00000D16L7AAJ,0012x00000TtC8dAAF,8,5.0,Travel Expenses,3,200,6.0,Fortnightly,Loan Paid,1933,1341,2.0,4
0032x000001lKVSAA2,827523,4368618,0062x00000D16HeAAJ,0012x000002cKfmAAE,9,6.0,Home Maintenance & Repairs,5,500,10.143,Fortnightly,Loan Paid,1846,945,3.0,4
0032x00000LTD3lAAH,827518,4368554,0062x00000D16EBAAZ,0012x00000SFJg7AAH,8,5.0,Life Event Expenses,7,1000,14.0,Fortnightly,Loan Paid,24,4358,2.0,4
0030K00001m0vXJQAY,827510,4368518,0062x00000D16BvAAJ,0010K00001zI3F5QAK,13,10.0,Living Expenses,5,200,9.714,Fortnightly,Loan Paid,2464,3907,7.0,4
0032800001F6eZOAAZ,827997,4368460,0062x00000D168hAAB,0012800001YGelqAAD,22,19.0,Medical Expenses,5,600,10.0,Fortnightly,Loan Paid,1233,156,16.0,4
0032x000001jswhAAA,5145588,4368454,0062x00000D168NAAR,0012x000002ay0RAAQ,28,23.0,Vehicle Expenses,7,450,14.0,Fortnightly,Loan Paid,2729,488,18.0,4
0032x00000D2JjpAAF,827499,4368389,0062x00000D164uAAB,0012x00000IN51eAAD,11,9.0,Home Maintenance & Repairs,10,500,19.0,Fortnightly,Loan Paid,863,3662,7.0,4
0032x00000HnJFjAAN,827488,4368348,0062x00000D162PAAR,0012x00000OL0pLAAT,9,6.0,Living Expenses,5,500,9.286,Fortnightly,Loan Paid,867,2414,3.0,4
0032x00000AJHrfAAH,827720,4368313,0062x00000D160JAAR,0012x00000G0qPPAAZ,15,11.0,Living Expenses,6,200,12.143,Fortnightly,Loan Paid,1475,4230,7.0,4
0032x000008IlTqAAK,827470,4368184,0062x00000D15sAAAR,0012x00000BGwFKAA1,12,10.0,Medical Expenses,5,200,8.857,Fortnightly,Loan Paid,2026,718,8.0,4
0030K00001sAyxLQAS,827867,4368148,0062x00000D15q9AAB,0010K000023ztbrQAA,20,19.0,Living Expenses,5,500,9.714,Fortnightly,Loan Paid,1392,2396,18.0,4
0032x000002c0crAAA,827910,4368097,0062x00000D15nFAAR,0012x000003Dp7HAAS,13,10.0,Travel Expenses,5,300,9.143,Fortnightly,Loan Paid,2525,3525,7.0,4
0032x000006Fk2HAAS,827922,4367935,0062x00000D15dFAAR,0012x00000BFwEkAAL,8,6.0,Living Expenses,10,350,19.286,Fortnightly,Loan Paid,549,3304,4.0,4
0032x00000FITNrAAP,827733,4367921,0062x00000D15cMAAR,0012x00000LPns8AAD,6,4.0,Living Expenses,7,500,14.0,Fortnightly,Loan Paid,1261,2077,2.0,4
0032x00000N9j8oAAB,827402,4367830,0062x00000D15WdAAJ,0012x00000TucuvAAB,11,5.0,Living Expenses,7,800,14.143,Fortnightly,Loan Paid,534,2042,-1.0,4
0032x0000042ahQAAQ,827578,4367779,0062x00000D15SwAAJ,0012x000005TJbaAAG,6,4.0,Vehicle Expenses,6,500,11.857,Fortnightly,Loan Paid,2600,4490,2.0,4
0032x000001kRbzAAE,5145565,4367636,0062x00000D15MxAAJ,0012x000002bUE2AAM,7,4.0,Furniture or Appliances,6,500,12.0,Fortnightly,Loan Paid,741,85,1.0,4
0030K00001pyoKLQAY,5145614,4367613,0062x00000D15K5AAJ,0010K000022Na91QAC,15,13.0,Life Event Expenses,5,350,10.0,Fortnightly,Loan Paid,2831,1707,11.0,4
0030K0000267i0rQAA,827699,4367608,0062x00000D15GlAAJ,0010K00002BTYZwQAP,8,5.0,Child Expenses,5,250,10.286,Fortnightly,Loan Paid,1354,2,2.0,4
0032x00000HmE2LAAV,827815,4367564,0062x00000D15JFAAZ,0012x00000OK1iwAAD,12,7.0,Furniture or Appliances,5,250,10.714,Fortnightly,Loan Paid,2411,3150,2.0,4
0032x00000NzcwOAAR,827568,4367561,0062x00000D15J5AAJ,0012x00000VeufYAAR,7,4.0,Other Expenses,7,500,13.0,Fortnightly,Loan Paid,1954,2360,1.0,4
0032x00000B555rAAB,827531,4367557,0062x00000D15IvAAJ,0012x00000G2kRlAAJ,16,11.0,Other Expenses,5,750,10.286,Fortnightly,Loan Paid,1168,60,6.0,4
0030K00001miog7QAA,827485,4367480,0062x00000D15E6AAJ,0010K000020GMNRQA4,18,14.0,Vehicle Expenses,7,1200,14.0,Fortnightly,Loan Paid,175,2238,10.0,4
0032x000008Ln9xAAC,827345,4367467,0062x00000D15DbAAJ,0012x00000FFf1AAAT,8,7.0,Travel Expenses,7,400,14.0,Fortnightly,Loan Paid,1207,2470,6.0,4
0032x00000Ow5zXAAR,5145555,4367445,0062x00000D15CJAAZ,0012x00000XPELJAA5,12,9.0,Vehicle Expenses,3,500,6.0,Fortnightly,Loan Paid,2121,3131,6.0,4
0030K00001qSpkKQAS,5145552,4367410,0062x00000D158SAAR,0010K000023NSo2QAG,56,49.0,Living Expenses,3,250,6.143,Fortnightly,Loan Paid,487,3540,42.0,4
0030K00001sBtZxQAK,5145557,4367408,0062x00000D159LAAR,0010K0000240nFTQAY,20,19.0,Vehicle Expenses,5,400,9.857,Fortnightly,Loan Paid,2296,3698,18.0,4
0032x00000MeSbSAAV,827343,4367406,0062x00000D159oAAB,0012x00000THdlGAAT,9,5.0,Other Expenses,7,200,13.0,Fortnightly,Loan Paid,2722,611,1.0,4
0030K00001kPKprQAG,827314,4367341,0062x00000D14vfAAB,0010K00001y2gvTQAQ,42,39.0,Vehicle Expenses,7,850,14.143,Fortnightly,Loan Paid,1621,89,36.0,4
0032x00000D3nbKAAR,827318,4367339,0062x00000D153tAAB,0012x00000INz77AAD,13,9.0,Vehicle Expenses,7,850,13.286,Fortnightly,Loan Paid,2218,1447,5.0,4
0032x00000E6NHPAA3,827316,4367308,0062x00000D154PAAR,0012x00000KLnN6AAL,11,8.0,Vehicle Expenses,3,200,5.286,Fortnightly,Loan Paid,1747,3555,5.0,4
0030K00001l3sDIQAY,827307,4367226,0062x00000D14zAAAR,0010K00001y8WpQQAU,11,9.0,Living Expenses,7,1000,14.0,Fortnightly,Loan Paid,1515,1503,7.0,4
0032x000008KtasAAC,827290,4367177,0062x00000D14wQAAR,0012x00000BJDkeAAH,14,10.0,Travel Expenses,7,1000,14.0,Fortnightly,Loan Paid,1090,378,6.0,4
0032x00000D2rSFAAZ,827281,4367123,0062x00000D14j4AAB,0012x00000INLgvAAH,12,7.0,Other Expenses,5,350,8.857,Fortnightly,Loan Paid,1853,3229,2.0,4
0032x00000LQQxdAAH,827280,4367102,0062x00000D14sEAAR,0012x00000RrcTuAAJ,7,6.0,Vehicle Expenses,7,300,14.143,Fortnightly,Loan Paid,606,1270,5.0,4
0032x00000FIh55AAD,827664,4367077,0062x00000D14qmAAB,0012x00000LQ0IXAA1,8,6.0,Life Event Expenses,7,1000,13.0,Fortnightly,Loan Paid,81,4038,4.0,4
0032800001IdVKqAAN,827884,4366907,0062x00000D14grAAB,0012800001Z6DhXAAV,27,24.0,Medical Expenses,7,400,12.857,Fortnightly,Loan Paid,2798,2768,21.0,4
0030K00001R7X97QAF,827676,4366851,0062x00000D14eHAAR,0010K00001gjv4qQAA,7,5.0,Medical Expenses,5,200,9.857,Fortnightly,Loan Paid,1028,3584,3.0,4
0032x00000MecCNAAZ,827636,4366747,0062x00000D14OKAAZ,0012x00000THmu9AAD,8,5.0,Medical Expenses,5,400,9.143,Fortnightly,Loan Paid,1586,2996,2.0,4
0032x00000L4RsWAAV,827287,4366727,0062x00000D14YdAAJ,0012x00000Rqp7fAAB,10,5.0,Medical Expenses,5,400,10.0,Fortnightly,Loan Paid,641,3279,0.0,4
0032x000001kz3TAAQ,827555,4366694,0062x00000D14WmAAJ,0012x000002bzxRAAQ,11,8.0,Veterinary Expenses,5,400,9.0,Fortnightly,Loan Paid,54,2288,5.0,4
0030K00001LZbfbQAD,827618,4366625,0062x00000D14T9AAJ,0010K00001b0WW7QAM,12,4.0,Living Expenses,5,500,9.143,Fortnightly,Loan Paid,1044,214,-4.0,4
0032x00000G6VlaAAF,827197,4364192,0062x00000D12BcAAJ,0012x00000MgcYTAAZ,11,7.0,Living Expenses,7,1050,13.857,Fortnightly,Loan Paid,72,2974,3.0,4
0032x00000D2soHAAR,827194,4364083,0062x00000D11zNAAR,0012x00000INOo2AAH,13,6.0,Travel Expenses,7,250,12.857,Fortnightly,Loan Paid,7,4454,-1.0,4
0032x00000HmBKjAAN,827346,4364072,0062x00000D11h4AAB,0012x00000OJyqmAAD,14,10.0,Vehicle Expenses,5,400,8.714,Fortnightly,Loan Paid,2480,3910,6.0,4
0032x00000Io6ekAAB,827192,4364025,0062x00000D11myAAB,0012x00000PwF6QAAV,9,5.0,Living Expenses,7,1300,13.857,Fortnightly,Loan Paid,2761,833,1.0,4
0032x000002dyDNAAY,827188,4363932,0062x00000D11lUAAR,0012x000003F3EGAA0,14,10.0,Living Expenses,5,400,10.429,Fortnightly,Loan Paid,2593,1153,6.0,4
0032x000001k69MAAQ,827182,4363783,0062x00000D11IAAAZ,0012x000002bAfPAAU,18,17.0,Living Expenses,7,500,14.143,Fortnightly,Loan Paid,1290,173,16.0,4
0030K00001afHVwQAM,827170,4363701,0062x00000D115BAAR,0010K00001qIR34QAG,7,4.0,Living Expenses,7,700,13.286,Fortnightly,Loan Paid,2637,2310,1.0,4
0032x000001j5BOAAY,5145536,4363675,0062x00000D11FUAAZ,0012x000002aD3KAAU,16,11.0,Living Expenses,6,300,11.143,Fortnightly,Loan Paid,1324,3812,6.0,4
0032x00000N7GXYAA3,827168,4363670,0062x00000D11F0AAJ,0012x00000TsrdnAAB,11,5.0,Living Expenses,7,550,13.143,Fortnightly,Loan Paid,1884,1504,-1.0,4
0030K00001qDLKhQAO,827412,4363645,0062x00000D11DEAAZ,0010K000022PbJTQA0,19,16.0,Veterinary Expenses,5,500,12.143,Fortnightly,Loan Paid,2749,508,13.0,4
0030K00001mjw8ZQAQ,827322,4363596,0062x00000D119qAAB,0010K000020HQ70QAG,12,8.0,Veterinary Expenses,7,700,14.143,Fortnightly,Loan Paid,318,2329,4.0,4
0032x000002citCAAQ,827206,4363471,0062x00000D10y0AAB,0012x000003EThAAAW,17,13.0,Living Expenses,5,200,9.143,Fortnightly,Loan Paid,1687,1332,9.0,4
0030K00001lSlvMQAS,827202,4363442,0062x00000D10ysAAB,0010K00001zHVlmQAG,14,10.0,Travel Expenses,5,200,10.286,Fortnightly,Loan Paid,1861,4015,6.0,4
0032x00000Hmi39AAB,5145525,4363402,0062x00000D10vjAAB,0012x00000OKTlhAAH,8,5.0,Living Expenses,3,350,5.143,Fortnightly,Loan Paid,1077,1013,2.0,4
0032x000008KYcWAAW,5145598,4363363,0062x00000D10suAAB,0012x00000BIuIcAAL,21,17.0,Life Event Expenses,5,200,10.429,Fortnightly,Loan Paid,1945,2346,13.0,4
0032x000001kLtMAAU,827267,4363347,0062x00000D10rNAAR,0012x000002bP0PAAU,12,9.0,Life Event Expenses,5,300,9.143,Fortnightly,Loan Paid,8,3717,6.0,4
0032x00000O18MmAAJ,827097,4363316,0062x00000D10p7AAB,0012x00000Wq20gAAB,9,4.0,Life Event Expenses,5,300,9.143,Fortnightly,Loan Paid,936,751,-1.0,4
0032x000006CS8HAAW,827098,4363298,0062x00000D10npAAB,0012x000008KfKLAA0,14,10.0,Living Expenses,5,300,8.857,Fortnightly,Loan Paid,1666,3689,6.0,4
0032x00000AJRlBAAX,827075,4363234,0062x00000D10izAAB,0012x00000G10UOAAZ,9,5.0,Vehicle Expenses,7,1000,13.429,Fortnightly,Loan Paid,514,1823,1.0,4
0032x00000BYbKvAAL,827068,4363218,0062x00000D10hXAAR,0012x00000GcbSQAAZ,12,10.0,Home Maintenance & Repairs,5,500,9.429,Fortnightly,Loan Paid,2498,3826,8.0,4
0030K00001d8oPwQAI,827100,4363163,0062x00000D10cmAAB,0010K00001rmN0FQAU,17,15.0,Life Event Expenses,7,1000,14.143,Fortnightly,Loan Paid,1108,2167,13.0,4
0032x00000LQOfhAAH,827543,4363142,0062x00000D10aRAAR,0012x00000RraTHAAZ,7,5.0,Medical Expenses,5,400,9.143,Fortnightly,Loan Paid,1309,1423,3.0,4
0032x00000MdpClAAJ,827038,4363121,0062x00000D10YVAAZ,0012x00000THDhrAAH,7,4.0,Medical Expenses,7,1000,13.286,Fortnightly,Loan Paid,635,1754,1.0,4
0030K00001nYS0hQAG,5145571,4363101,0062x00000D10W0AAJ,0010K000021DlAvQAK,18,16.0,Other Expenses,5,500,9.429,Fortnightly,Loan Paid,1325,674,14.0,4
0030K00001m0gkBQAQ,827022,4363085,0062x00000D10UiAAJ,0010K00001zHpvLQAS,32,25.0,Other Expenses,7,600,14.143,Fortnightly,Loan Paid,1221,2349,18.0,4
0030K00001qR4ZhQAK,5145521,4363001,0062x00000D10M5AAJ,0010K000022npfkQAA,7,4.0,Furniture or Appliances,5,500,9.286,Fortnightly,Loan Paid,2555,449,1.0,4
0030K000024VdIWQA0,827007,4362995,0062x00000D10LRAAZ,0010K00002A95qWQAR,16,14.0,Medical Expenses,7,200,14.143,Fortnightly,Loan Paid,1192,2489,12.0,4
0032x00000LtQh8AAF,827001,4362953,0062x00000D10HoAAJ,0012x00000SGCLSAA5,7,5.0,Life Event Expenses,7,1200,14.143,Fortnightly,Loan Paid,996,1394,3.0,4
0030K00001eGJ2aQAG,827070,4362787,0062x00000D101RAAR,0010K00001stAPRQA2,14,13.0,Living Expenses,7,800,14.0,Fortnightly,Loan Paid,1369,4510,12.0,4
0032x00000B5532AAB,826951,4362729,0062x00000D0zw2AAB,0012x00000G2kPQAAZ,10,7.0,Vehicle Expenses,7,800,13.143,Fortnightly,Loan Paid,1383,3351,4.0,4
0032x00000Lvvr0AAB,827006,4362640,0062x00000D0zoNAAR,0012x00000SIYKGAA5,6,4.0,Living Expenses,5,200,9.0,Fortnightly,Loan Paid,2597,3263,2.0,4
0032x00000B41qEAAR,826987,4362598,0062x00000D0ziQAAR,0012x00000G1QvoAAF,16,11.0,Vehicle Expenses,5,300,10.143,Fortnightly,Loan Paid,1176,1043,6.0,4
0032x000008IH2HAAW,826959,4362512,0062x00000D0zdUAAR,0012x00000BGTN1AAP,10,9.0,Medical Expenses,5,250,9.429,Fortnightly,Loan Paid,542,3642,8.0,4
0032x00000D3nfvAAB,5145490,4362351,0062x00000D0zPcAAJ,0012x00000INzB9AAL,18,15.0,Veterinary Expenses,7,1100,14.143,Fortnightly,Loan Paid,1500,1822,12.0,4
0030K00001pzYVVQA2,5145491,4362348,0062x00000D0zPNAAZ,0010K000022OKutQAG,42,36.0,Living Expenses,4,400,8.0,Fortnightly,Loan Paid,1572,1918,30.0,4
003280000148SHYAA2,826846,4362221,0062x00000D0zEjAAJ,0012800001LfHpVAAV,6,4.0,Vehicle Expenses,7,800,13.0,Fortnightly,Loan Paid,2395,2171,2.0,4
0032x00000AJVwSAAX,826872,4362188,0062x00000D0zBpAAJ,0012x00000G149XAAR,7,5.0,Life Event Expenses,5,300,9.286,Fortnightly,Loan Paid,1178,3631,3.0,4
0030K000027G38xQAC,826849,4362157,0062x00000D0z9KAAR,0010K00002CPRlzQAH,11,7.0,Vehicle Expenses,5,250,9.0,Fortnightly,Loan Paid,35,2389,3.0,4
0030K00001uXEnfQAG,5145476,4362083,0062x00000D0z3WAAR,0010K00002438yRQAQ,20,18.0,Vehicle Expenses,3,250,5.0,Fortnightly,Loan Paid,1503,569,16.0,4
0030K00001hIA49QAG,826789,4361970,0062x00000D0yv8AAB,0010K00001vHDWjQAO,10,7.0,Travel Expenses,7,1000,14.143,Fortnightly,Loan Paid,16,1490,4.0,4
0032x00000GcOzlAAF,826958,4361959,0062x00000D0yuUAAR,0012x00000MiXhzAAF,8,5.0,Vehicle Expenses,5,300,9.286,Fortnightly,Loan Paid,1199,3444,2.0,4
0032x00000E6IAkAAN,827247,4361917,0062x00000D0yrLAAR,0012x00000KLiAiAAL,7,4.0,Vehicle Expenses,7,1200,13.143,Fortnightly,Loan Paid,1564,3792,1.0,4
0032x00000L3SfMAAV,5145466,4361862,0062x00000D0yn9AAB,0012x00000RpxYGAAZ,10,7.0,Medical Expenses,3,500,5.286,Fortnightly,Loan Paid,2040,2301,4.0,4
0032x00000LvTT7AAN,826973,4361845,0062x00000D0ym1AAB,0012x00000SI8XRAA1,6,4.0,Living Expenses,7,1200,13.143,Fortnightly,Loan Paid,1239,2459,2.0,4
0032x00000G5TlpAAF,826817,4361805,0062x00000D0yjRAAR,0012x00000LSC3KAAX,16,13.0,Other Expenses,5,300,9.857,Fortnightly,Loan Paid,2332,3479,10.0,4
0032x00000L4TtyAAF,5145463,4361716,0062x00000D0ydEAAR,0012x00000RqrBfAAJ,12,8.0,Vehicle Expenses,7,500,13.0,Fortnightly,Loan Paid,64,1752,4.0,4
0032x000002cXwTAAU,826941,4361645,0062x00000D0yY9AAJ,0012x000003EJpLAAW,8,4.0,Home Maintenance & Repairs,5,500,9.0,Fortnightly,Loan Paid,1838,1576,0.0,4
0032x00000B457tAAB,827262,4361521,0062x00000D0yOJAAZ,0012x00000G1U4oAAF,10,7.0,Medical Expenses,5,400,10.0,Fortnightly,Loan Paid,359,3141,4.0,4
0030K00001k1ZGfQAM,827871,4361423,0062x00000D0yHXAAZ,0010K00001xj8EZQAY,13,9.0,Vehicle Expenses,7,800,13.143,Fortnightly,Loan Paid,623,4049,5.0,4
0030K00001kOIgcQAG,826882,4361390,0062x00000D0yFRAAZ,0010K00001xku49QAA,7,5.0,Living Expenses,5,500,10.143,Fortnightly,Loan Paid,312,1362,3.0,4
0032800001F79gVAAR,826976,4361340,0062x00000D0yCNAAZ,0012800001YHAFXAA5,26,23.0,Vehicle Expenses,7,1200,14.0,Fortnightly,Loan Paid,2870,968,20.0,4
0032x00000N8eCSAAZ,826756,4361333,0062x00000D0yAIAAZ,0012x00000TtYimAAF,7,4.0,Vehicle Expenses,3,200,6.429,Fortnightly,Loan Paid,891,1065,1.0,4
0032x00000G6eIVAAZ,826932,4361301,0062x00000D0y9sAAB,0012x00000MglTFAAZ,12,8.0,Life Event Expenses,5,500,10.143,Fortnightly,Loan Paid,2775,2525,4.0,4
0032x00000LvpAzAAJ,826654,4361295,0062x00000D0y5NAAR,0012x00000SIQvZAAX,15,6.0,Living Expenses,5,300,10.143,Fortnightly,Loan Paid,2663,472,-3.0,4
0032x000006DJdHAAW,5145467,4361276,0062x00000D0y3lAAB,0012x00000ACnJwAAL,8,4.0,Vehicle Expenses,5,400,10.143,Fortnightly,Loan Paid,2196,3753,0.0,4
0032x000002c2ssAAA,826911,4361240,0062x00000D0xnOAAR,0012x000003DrRxAAK,13,12.0,Living Expenses,7,700,13.857,Fortnightly,Loan Paid,1018,103,11.0,4
0032x00000LTR8MAAX,826642,4361210,0062x00000D0y3kAAB,0012x00000SFaVFAA1,9,5.0,Travel Expenses,5,1000,9.286,Fortnightly,Loan Paid,488,1201,1.0,4
0030K000025TzfRQAS,826640,4361174,0062x00000D0y1KAAR,0010K00002BRcnOQAT,16,12.0,Living Expenses,7,550,14.143,Fortnightly,Loan Paid,2007,2276,8.0,4
0032x000002T4XqAAK,5145456,4361144,0062x00000D0xzJAAR,0012x000003DIlNAAW,10,6.0,Home Maintenance & Repairs,3,250,5.429,Fortnightly,Loan Paid,95,2006,2.0,4
0030K00001sBFRiQAO,826629,4361110,0062x00000D0xwyAAB,0010K00002409UpQAI,20,14.0,Living Expenses,5,250,10.0,Fortnightly,Loan Paid,1006,1469,8.0,4
0032x000002cSTkAAM,826630,4361090,0062x00000D0xvgAAB,0012x000003EF9UAAW,10,7.0,Home Maintenance & Repairs,5,400,10.286,Fortnightly,Loan Paid,200,2168,4.0,4
0032x00000IMmKtAAL,826728,4361071,0062x00000D0xuOAAR,0012x00000OxjWVAAZ,9,7.0,Living Expenses,5,500,10.0,Fortnightly,Loan Paid,1461,4093,5.0,4
00328000010emurAAA,826719,4360812,0062x00000D0xbHAAR,0012800001HnDbxAAF,8,4.0,Vehicle Expenses,5,500,10.286,Fortnightly,Loan Paid,1455,2817,0.0,4
0032x000008LByzAAG,826879,4360730,0062x00000D0xUpAAJ,0012x00000FEwoMAAT,8,5.0,Travel Expenses,5,250,9.143,Fortnightly,Loan Paid,2044,637,2.0,4
0032x00000AHbXgAAL,826566,4360686,0062x00000D0xNzAAJ,0012x00000FGdDVAA1,9,7.0,Medical Expenses,7,600,13.286,Fortnightly,Loan Paid,378,2526,5.0,4
0032x000001jBgsAAE,826606,4360660,0062x00000D0xQEAAZ,0012x000002aJ2wAAE,9,8.0,Home Maintenance & Repairs,7,800,14.143,Fortnightly,Loan Paid,2517,320,7.0,4
