,Contact__c,Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,Ratings
10757,0032x00000E6abYAAR,930346,5298999,0062x00000DtFZZAA3,0012x00000KMC0TAAX,32,30.0,Furniture or Appliances,7,500,13.0,Fortnightly,Loan Paid,0.9375
10758,0030K00001vJ3bTQAS,5162054,5238235,0062x00000DsPlPAAV,0010K000026Mh21QAC,32,30.0,Travel Expenses,24,2050,24.0,Weekly,Loan Paid,0.9375
10759,0030K00001rNCq7QAG,5162060,5238451,0062x00000DsQ3dAAF,0010K000023OpzTQAS,32,30.0,Travel Expenses,16,3000,16.0,Weekly,Loan Paid,0.9375
10760,0030K000025Sk2pQAC,923276,5211032,0062x00000Drz2HAAR,0010K00002BQxTHQA1,32,27.0,Medical Expenses,7,1000,13.0,Fortnightly,Loan Paid,0.84375
10761,0030K00001UnfLIQAZ,922380,5202087,0062x00000DrtacAAB,0010K00001jqFYjQAM,32,30.0,Child Expenses,24,2050,23.714,Weekly,Loan Paid,0.9375
10762,00328000019usvaAAA,917923,5158960,0062x00000DrL6VAAV,0012800001SDU8ZAAX,32,29.0,Vehicle Expenses,7,1000,13.714,Fortnightly,Loan Paid,0.90625
10763,00328000019usn5AAA,917379,5150433,0062x00000DrBhKAAV,0012800001SDU08AAH,32,29.0,Medical Expenses,5,2050,20.143,Monthly,Loan Paid,0.90625
10764,0030K00001qSsC4QAK,5160672,5148309,0062x00000Dr8diAAB,0010K000023NUuTQAW,32,29.0,Home Maintenance & Repairs,7,1500,14.0,Fortnightly,Loan Paid,0.90625
10765,00328000019usyRAAQ,914282,5122664,0062x00000DZtf8AAD,0012800001SDUBQAA5,32,29.0,Furniture or Appliances,4,5000,16.286,Monthly,Loan Paid,0.90625
10766,0030K00001m0gkBQAQ,911504,5095674,0062x00000DZUyGAAX,0010K00001zHpvLQAS,32,27.0,Other Expenses,10,2050,20.143,Fortnightly,Loan Paid,0.84375
10767,0030K00001RT5mxQAD,912322,5102998,0062x00000DZczzAAD,0010K00001hDTUkQAO,32,29.0,Living Expenses,3,2000,6.143,Fortnightly,Loan Paid,0.90625
10768,0030K00001drLtwQAE,910769,5088410,0062x00000DZMonAAH,0010K00001sZHtpQAG,32,29.0,Home Maintenance & Repairs,8,4950,16.143,Fortnightly,Loan Paid,0.90625
10769,0032800001F6d9FAAR,907507,5055121,0062x00000DYpRnAAL,0012800001YGdcWAAT,32,29.0,Medical Expenses,10,2050,19.0,Fortnightly,Loan Paid,0.90625
10770,00328000019uspQAAQ,907518,5056040,0062x00000DYqlxAAD,0012800001SDU2TAAX,32,30.0,Vehicle Expenses,16,2050,16.143,Weekly,Loan Paid,0.9375
10771,00328000019ut3mAAA,906832,5052045,0062x00000DYlMKAA1,0012800001SDUGqAAP,32,28.0,Home Maintenance & Repairs,16,2050,16.143,Weekly,Loan Paid,0.875
10772,0030K00001arBOsQAM,906876,5052639,0062x00000DYmAKAA1,0010K00001qioBXQAY,32,29.0,Vehicle Expenses,8,2050,16.0,Fortnightly,Loan Paid,0.90625
10773,0030K00001M9FYuQAN,907445,5053130,0062x00000DYmluAAD,0010K00001cOaLUQA0,32,30.0,Vehicle Expenses,20,2050,20.0,Weekly,Loan Paid,0.9375
10774,0032x000002SMZ1AAO,5158919,5043084,0062x00000DYbsYAAT,0012x000003CefdAAC,32,29.0,Vehicle Expenses,4,550,7.143,Fortnightly,Loan Paid,0.90625
10775,00328000019usv4AAA,904677,5028178,0062x00000DYKS5AAP,0012800001SDU83AAH,32,28.0,Medical Expenses,8,1000,8.571,Weekly,Loan Paid,0.875
10776,0032x00000E6abYAAR,904694,5028328,0062x00000DYL0EAAX,0012x00000KMC0TAAX,32,29.0,Furniture or Appliances,5,500,10.429,Fortnightly,Loan Paid,0.90625
10777,0030K00001RT5lLQAT,900507,4987117,0062x00000DXcfcAAD,0010K00001hDTStQAO,32,28.0,Furniture or Appliances,4,1000,7.571,Fortnightly,Loan Paid,0.875
10778,0030K00001qSsC4QAK,5158178,4987547,0062x00000DXdKQAA1,0010K000023NUuTQAW,32,28.0,Child Expenses,3,1000,5.429,Fortnightly,Loan Paid,0.875
10779,0030K00001NNtnoQAD,899173,4971134,0062x00000DXPjnAAH,0010K00001dQJKGQA4,32,29.0,Home Maintenance & Repairs,10,1000,10.143,Weekly,Loan Paid,0.90625
10780,0030K00001PV8ATQA1,897729,4960574,0062x00000DXD0OAAX,0010K00001fcrCBQAY,32,29.0,Vehicle Expenses,9,1000,9.0,Weekly,Loan Paid,0.90625
10781,0030K00001hnpnEQAQ,897502,4956840,0062x00000DX9PQAA1,0010K00001viSZAQA2,32,27.0,Life Event Expenses,4,1000,8.143,Fortnightly,Loan Paid,0.84375
10782,0030K000025Ruu5QAC,5157565,4955545,0062x00000DX7eOAAT,0010K00002ATeGzQAL,32,29.0,Medical Expenses,10,650,10.0,Weekly,Loan Paid,0.90625
10783,0032800001J3F2pAAF,896072,4941704,0062x00000DWrJqAAL,0012800001Zs6BrAAJ,32,28.0,Child Expenses,5,250,9.714,Fortnightly,Loan Paid,0.875
10784,0032800001F6d9FAAR,895802,4937336,0062x00000DWmLmAAL,0012800001YGdcWAAT,32,28.0,Veterinary Expenses,5,900,9.571,Fortnightly,Loan Paid,0.875
10785,00328000019ut4XAAQ,895204,4932592,0062x00000DWg3vAAD,0012800001SDUHbAAP,32,31.0,Living Expenses,6,500,5.714,Weekly,Loan Paid,0.96875
10786,0030K00001qFaHQQA0,5157001,4923773,0062x00000DWZ5YAAX,0010K000022k7mmQAA,32,29.0,Vehicle Expenses,8,2050,14.857,Fortnightly,Loan Paid,0.90625
10787,00328000019usw7AAA,892085,4903894,0062x00000DWELJAA5,0012800001SDU96AAH,32,30.0,Life Event Expenses,5,200,9.286,Fortnightly,Loan Paid,0.9375
10788,003280000187oWYAAY,889432,4880036,0062x00000DJGMKAA5,0012800001QCL0pAAH,32,29.0,Vehicle Expenses,16,2050,15.857,Weekly,Loan Paid,0.90625
10789,0030K00001UKQJeQAP,888106,4868655,0062x00000DJ3uFAAT,0010K00001jNDsuQAG,32,29.0,Home Maintenance & Repairs,8,3000,16.0,Fortnightly,Loan Paid,0.90625
10790,00328000019usvTAAQ,885840,4848440,0062x00000DIesuAAD,0012800001SDU8SAAX,32,29.0,Vehicle Expenses,4,3000,18.0,Monthly,Loan Paid,0.90625
10791,0032x000002SMZ1AAO,5155449,4842727,0062x00000DIbJDAA1,0012x000003CefdAAC,32,28.0,Medical Expenses,5,850,9.857,Fortnightly,Loan Paid,0.875
10792,00328000019uspQAAQ,884068,4834439,0062x00000DIS5cAAH,0012800001SDU2TAAX,32,29.0,Vehicle Expenses,10,450,10.0,Weekly,Loan Paid,0.90625
10793,0030K00001pybIhQAI,5155179,4828968,0062x00000DIM76AAH,0010K000022NMKSQA4,32,29.0,Vehicle Expenses,5,700,9.857,Fortnightly,Loan Paid,0.90625
10794,0032800001IdkQfAAJ,883341,4828036,0062x00000DIKwMAAX,0012800001Z6VsuAAF,32,29.0,Vehicle Expenses,5,2050,22.714,Monthly,Loan Paid,0.90625
10795,0030K00001drLtwQAE,883273,4827552,0062x00000DIKLfAAP,0010K00001sZHtpQAG,32,28.0,Home Maintenance & Repairs,8,5000,15.857,Fortnightly,Loan Paid,0.875
10796,00328000019usn5AAA,882861,4823200,0062x00000DIGRKAA5,0012800001SDU08AAH,32,29.0,Veterinary Expenses,2,800,9.714,Monthly,Loan Paid,0.90625
10797,0030K000025UBAtQAO,5154578,4792588,0062x00000DHiRDAA1,0010K00002BRrRJQA1,32,29.0,Travel Expenses,7,2000,14.0,Fortnightly,Loan Paid,0.90625
10798,0030K00001vJ3bTQAS,5154338,4784448,0062x00000DHYURAA5,0010K000026Mh21QAC,32,29.0,Travel Expenses,12,700,12.857,Weekly,Loan Paid,0.90625
10799,0030K00001sC3d7QAC,5154227,4779112,0062x00000DHSsmAAH,0010K0000240y3CQAQ,32,30.0,Vehicle Expenses,13,400,25.0,Fortnightly,Loan Paid,0.9375
10800,0030K00001T6fDuQAJ,876561,4769598,0062x00000DHGCbAAP,0010K00001iJfctQAC,32,31.0,Home Maintenance & Repairs,13,1000,13.143,Weekly,Loan Paid,0.96875
10801,0030K000024k1kSQAQ,5154024,4768884,0062x00000DHFDEAA5,0010K00002ARj74QAD,32,28.0,Home Maintenance & Repairs,10,2500,19.286,Fortnightly,Loan Paid,0.875
10802,0032x00000E6abYAAR,876638,4770572,0062x00000DHHcOAAX,0012x00000KMC0TAAX,32,28.0,Furniture or Appliances,6,500,12.143,Fortnightly,Loan Paid,0.875
10803,0032800001J3F2pAAF,874379,4751874,0062x00000DGxUFAA1,0012800001Zs6BrAAJ,32,27.0,Child Expenses,6,200,12.0,Fortnightly,Loan Paid,0.84375
10804,0032800001A6SRxAAN,870941,4725699,0062x00000DGV4sAAH,0012800001Sntu9AAB,32,26.0,Living Expenses,8,2050,16.429,Fortnightly,Loan Paid,0.8125
10805,0030K00001UlqmHQAR,868933,4709457,0062x00000DGDFQAA5,0010K00001jPNmtQAG,32,29.0,Medical Expenses,14,1250,14.0,Weekly,Loan Paid,0.90625
10806,0030K0000200ruXQAQ,5152278,4707212,0062x00000DGBQ2AAP,0010K00002802f9QAA,32,28.0,Living Expenses,23,2050,22.714,Weekly,Loan Paid,0.875
10807,00328000019usv4AAA,868473,4704149,0062x00000DG7w9AAD,0012800001SDU83AAH,32,28.0,Vehicle Expenses,20,2050,19.857,Weekly,Loan Paid,0.875
10808,0032x00000E6abYAAR,867432,4697606,0062x00000DG0iZAAT,0012x00000KMC0TAAX,32,27.0,Furniture or Appliances,7,500,13.857,Fortnightly,Loan Paid,0.84375
10809,0032800000vU8QOAA0,867198,4695792,0062x00000DFxnzAAD,0012800001Eh8vVAAR,32,29.0,Home Maintenance & Repairs,8,2050,16.0,Fortnightly,Loan Paid,0.90625
10810,0032800001J3F2pAAF,865397,4685515,0062x00000DFlFlAAL,0012800001Zs6BrAAJ,32,26.0,Child Expenses,7,200,13.429,Fortnightly,Loan Paid,0.8125
10811,0030K00001PXF9JQAX,862640,4660517,0062x00000DFJM3AAP,0010K00001feNMYQA2,32,30.0,Vehicle Expenses,14,1250,13.714,Weekly,Loan Paid,0.9375
10812,0032x000002SMZ1AAO,5151166,4645191,0062x00000DAmUlAAL,0012x000003CefdAAC,32,27.0,Medical Expenses,7,800,13.857,Fortnightly,Loan Paid,0.84375
10813,0030K00001RT5mxQAD,860269,4645931,0062x00000DAnJ5AAL,0010K00001hDTUkQAO,32,28.0,Medical Expenses,8,2050,16.143,Fortnightly,Loan Paid,0.875
10814,0032800001A6SRxAAN,861040,4649529,0062x00000DAsb0AAD,0012800001Sntu9AAB,32,25.0,Life Event Expenses,7,2000,14.143,Fortnightly,Loan Paid,0.78125
10815,0030K00001m0gkBQAQ,861180,4650180,0062x00000DAtwMAAT,0010K00001zHpvLQAS,32,26.0,Other Expenses,7,600,14.0,Fortnightly,Loan Paid,0.8125
10816,0030K00001drLtwQAE,859146,4636579,0062x00000DAb9DAAT,0010K00001sZHtpQAG,32,27.0,Life Event Expenses,8,5000,16.143,Fortnightly,Loan Paid,0.84375
10817,0030K000025Sk2pQAC,858603,4630238,0062x00000DASHoAAP,0010K00002BQxTHQA1,32,27.0,Vehicle Expenses,8,3500,15.571,Fortnightly,Loan Paid,0.84375
10818,0032x000001kD78AAE,5150801,4622177,0062x00000DAGzwAAH,0012x000002bHBdAAM,32,29.0,Medical Expenses,17,2050,17.429,Weekly,Loan Paid,0.90625
10819,0030K00001UJpp2QAD,856049,4615970,0062x00000DA9q4AAD,0010K00001jMeUIQA0,32,28.0,Child Expenses,14,2000,14.0,Weekly,Loan Paid,0.875
10820,0030K000025Ruu5QAC,5150150,4601295,0062x00000D9qL9AAJ,0010K00002ATeGzQAL,32,28.0,Vehicle Expenses,10,800,9.857,Weekly,Loan Paid,0.875
10821,0030K00001hnpnEQAQ,852809,4592951,0062x00000D9ewNAAR,0010K00001viSZAQA2,32,26.0,Living Expenses,11,2050,22.143,Fortnightly,Loan Paid,0.8125
10822,0032800001J3F2pAAF,853507,4596685,0062x00000D9l5zAAB,0012800001Zs6BrAAJ,32,25.0,Child Expenses,5,200,9.429,Fortnightly,Loan Paid,0.78125
10823,0030K00001rNCq7QAG,5149827,4589186,0062x00000D9aNsAAJ,0010K000023OpzTQAS,32,29.0,Home Maintenance & Repairs,16,2100,16.143,Weekly,Loan Paid,0.90625
10824,00328000019ut4XAAQ,851541,4581157,0062x00000D9PcXAAV,0012800001SDUHbAAP,32,29.0,Living Expenses,14,350,14.429,Weekly,Loan Paid,0.90625
10825,0030K00001cVMC1QAO,851143,4578487,0062x00000D9LyKAAV,0010K00001rkk3ZQAQ,32,29.0,Other Expenses,14,1150,14.429,Weekly,Loan Paid,0.90625
10826,0030K00001QZUStQAP,843842,4508466,0062x00000D7yALAAZ,0010K00001g8NVIQA2,32,31.0,Home Maintenance & Repairs,5,1000,10.143,Fortnightly,Loan Paid,0.96875
10827,0032x00000E6abYAAR,843135,4502145,0062x00000D7pzHAAR,0012x00000KMC0TAAX,32,26.0,Furniture or Appliances,5,500,10.0,Fortnightly,Loan Paid,0.8125
10828,00328000019usyRAAQ,841640,4487384,0062x00000D7VnyAAF,0012800001SDUBQAA5,32,28.0,Home Maintenance & Repairs,4,5000,17.0,Monthly,Loan Paid,0.875
10829,0030K00001qSsC4QAK,5147302,4470905,0062x00000D7AyfAAF,0010K000023NUuTQAW,32,27.0,Veterinary Expenses,3,500,4.857,Fortnightly,Loan Paid,0.84375
10830,0032x00000E6abYAAR,839448,4469987,0062x00000D79ZiAAJ,0012x00000KMC0TAAX,32,25.0,Furniture or Appliances,5,500,8.714,Fortnightly,Loan Paid,0.78125
10831,0032x000001kZtQAAU,5147326,4471612,0062x00000D7C3GAAV,0012x000002bbxSAAQ,32,29.0,Vehicle Expenses,5,900,9.857,Fortnightly,Loan Paid,0.90625
10832,0030K00001qFaHQQA0,5147037,4456443,0062x00000D6r8RAAR,0010K000022k7mmQAA,32,28.0,Travel Expenses,5,2000,9.143,Fortnightly,Loan Paid,0.875
10833,0032800001GtwSsAAJ,836781,4447609,0062x00000D2T0HAAV,0012800001YJ4aEAAT,32,30.0,Vehicle Expenses,14,1200,14.143,Weekly,Loan Paid,0.9375
10834,0032x000001kD78AAE,5146740,4436392,0062x00000D2GSrAAN,0012x000002bHBdAAM,32,28.0,Home Maintenance & Repairs,9,1000,9.429,Weekly,Loan Paid,0.875
10835,00328000019uspQAAQ,835296,4432203,0062x00000D2Bf7AAF,0012800001SDU2TAAX,32,28.0,Vehicle Expenses,14,500,13.857,Weekly,Loan Paid,0.875
10836,00328000019ut3mAAA,866486,4693495,0062x00000DFuq7AAD,0012800001SDUGqAAP,32,27.0,Veterinary Expenses,14,2000,14.143,Weekly,Loan Paid,0.84375
10837,0032x000001kZtQAAU,5149225,4564396,0062x00000D96P5AAJ,0012x000002bbxSAAQ,32,30.0,Living Expenses,7,1000,13.857,Fortnightly,Loan Paid,0.9375
10838,0030K00001eFbiJQAS,5149396,4571216,0062x00000D9DU2AAN,0010K000020HuOkQAK,32,30.0,Vehicle Expenses,8,2050,15.714,Fortnightly,Loan Paid,0.9375
10839,0030K00001oauvYQAQ,5146038,4393335,0062x00000D1VUVAA3,0010K000021F1ZlQAK,31,28.0,Vehicle Expenses,6,1000,6.429,Weekly,Loan Paid,0.9032258064516129
10840,0030K00001qCnQ7QAK,5175390,7280917,0062x00000FIqLkAAL,0010K000022Oyq9QAC,31,30.0,Living Expenses,4,2050,17.857,Monthly,Loan Paid,0.967741935483871
10841,0032800001B2XeXAAV,1058121,7221413,0062x00000FI2sgAAD,0012800001TSysQAAT,31,29.0,Life Event Expenses,7,500,12.857,Fortnightly,Loan Paid,0.9354838709677419
10842,0030K00001qCnQ7QAK,5172984,6758703,0062x00000Eykj2AAB,0010K000022Oyq9QAC,31,29.0,Living Expenses,8,2050,15.143,Fortnightly,Loan Paid,0.9354838709677419
10843,0030K00001LENoqQAH,1036707,6755862,0062x00000EyhUOAAZ,0010K00001bZdUZQA0,31,29.0,Vehicle Expenses,8,2050,14.857,Fortnightly,Loan Paid,0.9354838709677419
10844,0032800001EYhwLAAT,1026907,6556754,0062x00000EfFY0AAN,0012800001WZBu6AAH,31,29.0,Living Expenses,10,450,10.571,Weekly,Loan Paid,0.9354838709677419
10845,0032x000008KYRXAA4,5171617,6522377,0062x00000EeqDKAAZ,0012x00000BIu6lAAD,31,29.0,Child Expenses,7,500,14.143,Fortnightly,Loan Paid,0.9354838709677419
10846,0030K00001RRlzGQAT,1020020,6427155,0062x00000EdWZvAAN,0010K00001hCCeQQAW,31,29.0,Living Expenses,16,500,16.286,Weekly,Loan Paid,0.9354838709677419
10847,0030K00001uYj8VQAS,5169954,6280298,0062x00000EbHHnAAN,0010K000025xzeRQAQ,31,30.0,Living Expenses,8,500,15.714,Fortnightly,Loan Paid,0.967741935483871
10848,0030K00001ORQaSQAX,1010370,6252297,0062x00000EOM5cAAH,0010K00001eJlS0QAK,31,30.0,Medical Expenses,15,1500,29.857,Fortnightly,Loan Paid,0.967741935483871
10849,0030K00001l5dIxQAI,1009770,6239505,0062x00000EOBwaAAH,0010K00001ymLDQQA2,31,30.0,Travel Expenses,26,2050,25.857,Weekly,Loan Paid,0.967741935483871
10850,0030K00001sBRtsQAG,5169061,6127829,0062x00000EMkdTAAT,0010K0000240LVmQAM,31,29.0,Medical Expenses,7,500,13.571,Fortnightly,Loan Paid,0.9354838709677419
10851,00328000018pG9pAAE,1003192,6104801,0062x00000EMRngAAH,0012800001QDf5jAAD,31,28.0,Living Expenses,10,1000,19.714,Fortnightly,Loan Paid,0.9032258064516129
10852,0030K00001LENoqQAH,1003128,6104028,0062x00000EMQVWAA5,0010K00001bZdUZQA0,31,28.0,Vehicle Expenses,8,2050,15.857,Fortnightly,Loan Paid,0.9032258064516129
10853,00328000015T7ZeAAK,1001236,6061033,0062x00000ELn0HAAT,0012800001NDgzdAAD,31,30.0,Vehicle Expenses,8,2050,16.571,Fortnightly,Loan Paid,0.967741935483871
10854,0030K000026AFxJQAW,5168412,6036137,0062x00000ELT1xAAH,0010K00002COnTVQA1,31,28.0,Living Expenses,7,300,12.857,Fortnightly,Loan Paid,0.9032258064516129
10855,0030K00001qCnQ7QAK,5168326,6027606,0062x00000EEfDpAAL,0010K000022Oyq9QAC,31,28.0,Living Expenses,13,2050,25.286,Fortnightly,Loan Paid,0.9032258064516129
10856,0030K00001lRzQQQA0,997970,5990673,0062x00000EE5cAAAT,0010K00001zGovkQAC,31,29.0,Vehicle Expenses,16,2050,15.571,Weekly,Loan Paid,0.9354838709677419
10857,0030K000024jv2HQAQ,5167935,5967656,0062x00000EDpprAAD,0010K00002ARcV1QAL,31,28.0,Medical Expenses,8,2050,15.857,Fortnightly,Loan Paid,0.9032258064516129
10858,0030K00001uYOxPQAW,995676,5945838,0062x00000EDSctAAH,0010K000025xiAdQAI,31,30.0,Vehicle Expenses,26,2050,26.286,Weekly,Loan Paid,0.967741935483871
10859,0030K00001pwvW4QAI,5167323,5900375,0062x00000ECnWZAA1,0010K000021XJduQAG,31,29.0,Home Maintenance & Repairs,8,2050,16.0,Fortnightly,Loan Paid,0.9354838709677419
10860,003280000128jYeAAI,990909,5864781,0062x00000ECFYvAAP,0012800001IzG8kAAF,31,29.0,Vehicle Expenses,8,4500,15.714,Fortnightly,Loan Paid,0.9354838709677419
10861,00328000011NVIxAAO,990507,5856835,0062x00000EC9gtAAD,0012800001I3JujAAF,31,28.0,Home Maintenance & Repairs,8,2050,16.0,Fortnightly,Loan Paid,0.9032258064516129
10862,00328000019usmrAAA,988904,5826224,0062x00000E7WX6AAN,0012800001SDTzuAAH,31,29.0,Travel Expenses,8,2050,15.286,Fortnightly,Loan Paid,0.9354838709677419
10863,0032800001F4XSbAAN,988451,5812287,0062x00000E7KQmAAN,0012800001WbmjaAAB,31,27.0,Relocation Expenses,14,700,13.714,Weekly,Loan Paid,0.8709677419354839
10864,0032x0000042H9cAAE,5166723,5794570,0062x00000E7747AAB,0012x000005Sv1dAAC,31,30.0,Living Expenses,14,450,14.0,Weekly,Loan Paid,0.967741935483871
10865,0030K000027GrIkQAK,5166659,5779919,0062x00000E6vTsAAJ,0010K00002CQRsUQAX,31,29.0,Veterinary Expenses,24,2050,23.857,Weekly,Loan Paid,0.9354838709677419
10866,00328000015T7ZeAAK,986584,5767921,0062x00000E6koRAAR,0012800001NDgzdAAD,31,29.0,Vehicle Expenses,8,2050,15.143,Fortnightly,Loan Paid,0.9354838709677419
10867,0030K00001UkdGtQAJ,986565,5767218,0062x00000E6ko4AAB,0010K00001jOB6cQAG,31,29.0,Travel Expenses,8,2050,15.143,Fortnightly,Loan Paid,0.9354838709677419
10868,0030K000021qPITQA2,5166646,5771689,0062x00000E6pzEAAR,0010K0000280Eh6QAE,31,29.0,Furniture or Appliances,16,2050,16.143,Weekly,Loan Paid,0.9354838709677419
10869,0030K00001k0Bu4QAE,5166519,5731076,0062x00000E6MN2AAN,0010K00001xhjauQAA,31,29.0,Medical Expenses,24,5000,24.571,Weekly,Loan Paid,0.9354838709677419
10870,0032800001K9y4eAAB,985476,5723118,0062x00000E6FIiAAN,0012800001aNw5SAAS,31,29.0,Travel Expenses,8,5000,15.429,Fortnightly,Loan Paid,0.9354838709677419
10871,00328000019usnTAAQ,985183,5722819,0062x00000E6F4XAAV,0012800001SDU0WAAX,31,29.0,Living Expenses,16,2050,15.571,Weekly,Loan Paid,0.9354838709677419
10872,00328000019useBAAQ,981724,5639727,0062x00000E5I2gAAF,0012800001SDTrFAAX,31,28.0,Vehicle Expenses,3,200,4.857,Fortnightly,Loan Paid,0.9032258064516129
10873,0030K00001QBTJRQA5,980626,5616533,0062x00000E51HHAAZ,0010K00001fgevbQAA,31,29.0,Home Maintenance & Repairs,12,5000,23.0,Fortnightly,Loan Paid,0.9354838709677419
10874,0030K00001ob8i3QAA,5166003,5618796,0062x00000E5437AAB,0010K000021FBMVQA4,31,29.0,Life Event Expenses,12,2050,22.714,Fortnightly,Loan Paid,0.9354838709677419
10875,0032x000002SIxEAAW,5165927,5605834,0062x00000E4tRlAAJ,0012x000003CbUuAAK,31,29.0,Other Expenses,8,2050,15.143,Fortnightly,Loan Paid,0.9354838709677419
10876,0030K00001qCnQ7QAK,5165769,5568909,0062x00000E4PbpAAF,0010K000022Oyq9QAC,31,27.0,Relocation Expenses,8,2050,16.0,Fortnightly,Loan Paid,0.8709677419354839
10877,0032x000001jGkKAAU,947690,5553445,0062x00000E4FzAAAV,0012x000002aNk4AAE,31,29.0,Living Expenses,12,2050,24.0,Fortnightly,Loan Paid,0.9354838709677419
10878,0030K000025UhbPQAS,5165357,5529649,0062x00000E3xAlAAJ,0010K00002BSLADQA5,31,29.0,Medical Expenses,8,350,16.143,Fortnightly,Loan Paid,0.9354838709677419
10879,0032800001F4XSbAAN,945005,5516155,0062x00000E3lglAAB,0012800001WbmjaAAB,31,26.0,Furniture or Appliances,24,3500,24.571,Weekly,Loan Paid,0.8387096774193549
10880,0030K00001rOZ3PQAW,5164607,5458904,0062x00000DVZqdAAH,0010K000023QCpfQAG,31,29.0,Travel Expenses,5,200,10.0,Fortnightly,Loan Paid,0.9354838709677419
10881,0030K00001uYOUDQA4,5164464,5443776,0062x00000DVPxlAAH,0010K000025xhk4QAA,31,29.0,Vehicle Expenses,5,500,10.0,Fortnightly,Loan Paid,0.9354838709677419
10882,0032x0000042H9cAAE,5164452,5440855,0062x00000DVN4fAAH,0012x000005Sv1dAAC,31,29.0,Living Expenses,6,450,6.571,Weekly,Loan Paid,0.9354838709677419
10883,00328000019ut7uAAA,940857,5451980,0062x00000DVUySAAX,0012800001SDUKyAAP,31,29.0,Furniture or Appliances,24,2050,24.143,Weekly,Loan Paid,0.9354838709677419
10884,0030K00001qDKYEQA4,5164344,5432300,0062x00000DVGpnAAH,0010K000022PagKQAS,31,30.0,Living Expenses,3,400,6.571,Fortnightly,Loan Paid,0.967741935483871
10885,0030K00001sBFn0QAG,5163761,5391070,0062x00000DUoLbAAL,0010K00002409o1QAA,31,29.0,Living Expenses,7,400,12.857,Fortnightly,Loan Paid,0.9354838709677419
10886,0030K00001sBRtsQAG,5163838,5402157,0062x00000DUwHMAA1,0010K0000240LVmQAM,31,28.0,Travel Expenses,5,500,9.857,Fortnightly,Loan Paid,0.9032258064516129
10887,0032x000008Kv6EAAS,5163943,5403001,0062x00000DUxFlAAL,0012x00000BJGMEAA5,31,28.0,Medical Expenses,14,700,14.571,Weekly,Loan Paid,0.9032258064516129
10888,0030K00001rMxg7QAC,5163709,5391159,0062x00000DUotcAAD,0010K000023OalpQAC,31,29.0,Life Event Expenses,7,1050,14.143,Fortnightly,Loan Paid,0.9354838709677419
10889,00328000019urkGAAQ,935391,5377551,0062x00000DUdPrAAL,0012800001SDTIZAA5,31,27.0,Veterinary Expenses,8,2050,16.0,Fortnightly,Loan Paid,0.8709677419354839
10890,0030K000025S0BgQAK,5163504,5377538,0062x00000DUdT9AAL,0010K00002ATjZBQA1,31,28.0,Travel Expenses,14,2000,14.0,Weekly,Loan Paid,0.9032258064516129
10891,00328000019ut1LAAQ,930765,5302311,0062x00000DtIzPAAV,0012800001SDUEFAA5,31,29.0,Living Expenses,16,2050,15.714,Weekly,Loan Paid,0.9354838709677419
10892,003280000128jYeAAI,930502,5299755,0062x00000DtGlzAAF,0012800001IzG8kAAF,31,27.0,Other Expenses,7,2000,13.143,Fortnightly,Loan Paid,0.8709677419354839
10893,00328000018pG9pAAE,929937,5294482,0062x00000DtAhuAAF,0012800001QDf5jAAD,31,27.0,Travel Expenses,8,1000,15.0,Fortnightly,Loan Paid,0.8709677419354839
10894,0030K00001uYj8VQAS,5162712,5299310,0062x00000DtG7aAAF,0010K000025xzeRQAQ,31,29.0,Living Expenses,5,500,9.429,Fortnightly,Loan Paid,0.9354838709677419
10895,0030K00001qE7NeQAK,929496,5284095,0062x00000Dt3iHAAR,0010K000022izS0QAI,31,30.0,Travel Expenses,24,2100,24.143,Weekly,Loan Paid,0.967741935483871
10896,0030K000025UhbPQAS,5161983,5234943,0062x00000DsL9CAAV,0010K00002BSLADQA5,31,28.0,Veterinary Expenses,3,200,6.143,Fortnightly,Loan Paid,0.9032258064516129
10897,0032800001F4ojUAAR,925023,5231082,0062x00000DsIfPAAV,0012800001WbzA6AAJ,31,29.0,Medical Expenses,8,2050,16.143,Fortnightly,Loan Paid,0.9354838709677419
10898,00328000019ut4lAAA,924865,5230074,0062x00000DsHJNAA3,0012800001SDUHpAAP,31,29.0,Medical Expenses,8,3000,15.429,Fortnightly,Loan Paid,0.9354838709677419
10899,00328000016HWUTAA4,923809,5218495,0062x00000Ds4DPAAZ,0012800001OAPYBAA5,31,26.0,Medical Expenses,8,2050,15.429,Fortnightly,Loan Paid,0.8387096774193549
10900,0030K00001x3BU9QAM,5161713,5209071,0062x00000DrxL4AAJ,0010K000026PhSdQAK,31,28.0,Furniture or Appliances,7,800,12.857,Fortnightly,Loan Paid,0.9032258064516129
10901,0032800001EYhwLAAT,921092,5192399,0062x00000DrmJQAAZ,0012800001WZBu6AAH,31,28.0,Living Expenses,10,450,10.0,Weekly,Loan Paid,0.9032258064516129
10902,00328000019url1AAA,920930,5189744,0062x00000DrkL9AAJ,0012800001SDTJKAA5,31,29.0,Vehicle Expenses,8,2500,16.0,Fortnightly,Loan Paid,0.9354838709677419
